stateName,registrationMonthMMYY,fuelName,vehicleCount
Maharashtra,03-21,NOT APPLICABLE,10
Maharashtra,03-21,PETROL,3119
Maharashtra,03-21,PETROL/CNG,95
Maharashtra,03-21,PETROL/HYBRID,51
Maharashtra,03-21,PETROL/LPG,4
Maharashtra,03-22,CNG ONLY,75
Maharashtra,03-22,DIESEL,697
Maharashtra,03-22,ELECTRIC(BOV),351
Maharashtra,03-22,NOT APPLICABLE,3
Maharashtra,03-22,PETROL,2284
Maharashtra,03-22,PETROL/CNG,139
Maharashtra,03-22,PETROL/HYBRID,24
Maharashtra,03-22,PETROL/LPG,1
Maharashtra,03-23,CNG ONLY,80
Maharashtra,03-23,DIESEL,595
Maharashtra,03-23,ELECTRIC(BOV),533
Maharashtra,03-23,NOT APPLICABLE,11
Maharashtra,03-23,PETROL,4389
Maharashtra,03-23,PETROL(E20),24
Maharashtra,03-23,PETROL/CNG,204
Maharashtra,03-23,PETROL/HYBRID,98
Maharashtra,03-23,PETROL/LPG,2
Maharashtra,03-24,CNG ONLY,26
Maharashtra,03-24,DIESEL,528
Maharashtra,03-24,ELECTRIC(BOV),399
Maharashtra,03-24,LPG ONLY,1
Maharashtra,03-24,NOT APPLICABLE,38
Maharashtra,03-24,PETROL,3580
Maharashtra,03-24,PETROL(E20),58
Maharashtra,03-24,PETROL/CNG,247
Maharashtra,03-24,PETROL/HYBRID,83
Maharashtra,03-24,PETROL/LPG,2
Maharashtra,03-25,CNG ONLY,548
Maharashtra,03-25,DIESEL,647
Maharashtra,03-25,DIESEL/HYBRID,2
Maharashtra,03-25,ELECTRIC(BOV),108
Maharashtra,03-25,NOT APPLICABLE,7
Maharashtra,03-25,PETROL,3354
Maharashtra,03-25,PETROL(E20),252
Maharashtra,03-25,PETROL/CNG,386
Maharashtra,03-25,PETROL/HYBRID,35
Maharashtra,03-25,PURE EV,346
Maharashtra,03-25,STRONG HYBRID EV,7
Maharashtra,04-20,DIESEL,48
Maharashtra,04-20,DIESEL/HYBRID,1
Maharashtra,04-20,PETROL,254
Maharashtra,04-20,PETROL/CNG,2
Maharashtra,04-20,PETROL/HYBRID,1
Maharashtra,04-20,PETROL/LPG,1
Maharashtra,04-21,CNG ONLY,29
Maharashtra,04-21,DIESEL,258
Maharashtra,04-21,ELECTRIC(BOV),4
Maharashtra,04-21,NOT APPLICABLE,4
Maharashtra,04-21,PETROL,1035
Maharashtra,04-21,PETROL/CNG,29
Maharashtra,04-21,PETROL/HYBRID,14
Maharashtra,04-22,CNG ONLY,38
Maharashtra,04-22,DIESEL,434
Maharashtra,04-22,ELECTRIC(BOV),120
Maharashtra,04-22,LPG ONLY,1
Maharashtra,04-22,NOT APPLICABLE,19
Maharashtra,04-22,PETROL,2880
Maharashtra,04-22,PETROL/CNG,99
Maharashtra,04-22,PETROL/HYBRID,46
Maharashtra,04-22,PETROL/LPG,2
Maharashtra,04-23,CNG ONLY,35
Maharashtra,04-23,DIESEL,637
Maharashtra,04-23,ELECTRIC(BOV),363
Maharashtra,04-23,LPG ONLY,1
Maharashtra,04-23,NOT APPLICABLE,21
Maharashtra,04-23,PETROL,2496
Maharashtra,04-23,PETROL(E20),15
Maharashtra,04-23,PETROL/CNG,112
Maharashtra,04-23,PETROL/HYBRID,46
Maharashtra,04-23,PETROL/LPG,1
Maharashtra,04-24,CNG ONLY,98
Maharashtra,04-24,DIESEL,659
Maharashtra,04-24,DIESEL/HYBRID,2
Maharashtra,04-24,ELECTRIC(BOV),191
Maharashtra,04-24,LPG ONLY,3
Maharashtra,04-24,NOT APPLICABLE,20
Maharashtra,04-24,PETROL,4158
Maharashtra,04-24,PETROL(E20),69
Maharashtra,04-24,PETROL/CNG,247
Maharashtra,04-24,PETROL/HYBRID,66
Maharashtra,04-24,PURE EV,9
Maharashtra,04-24,STRONG HYBRID EV,16
Maharashtra,04-25,CNG ONLY,477
Maharashtra,04-25,DIESEL,598
Maharashtra,04-25,DIESEL/HYBRID,4
Maharashtra,04-25,ELECTRIC(BOV),124
Maharashtra,04-25,LPG ONLY,1
Maharashtra,04-25,NOT APPLICABLE,21
Maharashtra,04-25,PETROL,3987
Maharashtra,04-25,PETROL(E20),420
Maharashtra,04-25,PETROL/CNG,250
Maharashtra,04-25,PETROL/HYBRID,37
Maharashtra,04-25,PURE EV,639
Maharashtra,04-25,STRONG HYBRID EV,96
Maharashtra,05-20,DIESEL,37
Maharashtra,05-20,NOT APPLICABLE,5
Maharashtra,05-20,PETROL,45
Maharashtra,05-20,PETROL/CNG,6
Maharashtra,05-20,PETROL/HYBRID,2
Maharashtra,05-20,PETROL/LPG,1
Maharashtra,05-21,CNG ONLY,12
Maharashtra,05-21,DIESEL,114
Maharashtra,05-21,ELECTRIC(BOV),9
Maharashtra,05-21,NOT APPLICABLE,19
Maharashtra,05-21,PETROL,457
Maharashtra,05-21,PETROL/CNG,113
Maharashtra,05-21,PETROL/HYBRID,10
Maharashtra,05-22,CNG ONLY,141
Maharashtra,05-22,DIESEL,433
Maharashtra,05-22,DIESEL/HYBRID,1
Maharashtra,05-22,ELECTRIC(BOV),155
Maharashtra,05-22,LPG ONLY,11
Maharashtra,05-22,NOT APPLICABLE,25
Maharashtra,05-22,PETROL,2602
Maharashtra,05-22,PETROL/CNG,193
Maharashtra,05-22,PETROL/HYBRID,22
Maharashtra,05-23,CNG ONLY,19
Maharashtra,05-23,DIESEL,489
Maharashtra,05-23,ELECTRIC(BOV),336
Maharashtra,05-23,LPG ONLY,2
Maharashtra,05-23,NOT APPLICABLE,36
Maharashtra,05-23,PETROL,2473
Maharashtra,05-23,PETROL(E20),26
Maharashtra,05-23,PETROL/CNG,88
Maharashtra,05-23,PETROL/HYBRID,57
Maharashtra,05-23,PETROL/LPG,1
Maharashtra,05-24,CNG ONLY,33
Maharashtra,05-24,DIESEL,424
Maharashtra,05-24,DIESEL/HYBRID,2
Maharashtra,05-24,ELECTRIC(BOV),243
Maharashtra,05-24,LPG ONLY,5
Maharashtra,05-24,NOT APPLICABLE,3
Maharashtra,05-24,PETROL,4146
Maharashtra,05-24,PETROL(E20),93
Maharashtra,05-24,PETROL/CNG,234
Maharashtra,05-24,PETROL/HYBRID,39
Maharashtra,05-24,PURE EV,13
Maharashtra,05-24,STRONG HYBRID EV,7
Maharashtra,05-25,CNG ONLY,245
Maharashtra,05-25,DIESEL,530
Maharashtra,05-25,DIESEL/HYBRID,2
Maharashtra,05-25,ELECTRIC(BOV),33
Maharashtra,05-25,LPG ONLY,2
Maharashtra,05-25,NOT APPLICABLE,26
Maharashtra,05-25,PETROL,2520
Maharashtra,05-25,PETROL(E20),508
Maharashtra,05-25,PETROL/CNG,319
Maharashtra,05-25,PETROL/HYBRID,48
Maharashtra,05-25,PURE EV,969
Maharashtra,05-25,STRONG HYBRID EV,24
Maharashtra,06-20,DIESEL,181
Maharashtra,06-20,ELECTRIC(BOV),36
Maharashtra,06-20,LPG ONLY,1
Maharashtra,06-20,NOT APPLICABLE,14
Maharashtra,06-20,PETROL,891
Maharashtra,06-20,PETROL/CNG,17
Maharashtra,06-20,PETROL/HYBRID,11
Maharashtra,06-21,CNG ONLY,11
Maharashtra,06-21,DIESEL,388
Maharashtra,06-21,ELECTRIC(BOV),15
Maharashtra,06-21,NOT APPLICABLE,21
Maharashtra,06-21,PETROL,1489
Maharashtra,06-21,PETROL/CNG,39
Maharashtra,06-21,PETROL/HYBRID,16
Maharashtra,06-22,CNG ONLY,35
Maharashtra,06-22,DIESEL,548
Maharashtra,06-22,ELECTRIC(BOV),514
Maharashtra,06-22,LPG ONLY,27
Maharashtra,06-22,NOT APPLICABLE,75
Maharashtra,06-22,PETROL,3789
Maharashtra,06-22,PETROL/CNG,301
Maharashtra,06-22,PETROL/HYBRID,47
Maharashtra,06-22,PETROL/LPG,2
Maharashtra,06-23,CNG ONLY,41
Maharashtra,06-23,DIESEL,653
Maharashtra,06-23,DIESEL/HYBRID,2
Maharashtra,06-23,ELECTRIC(BOV),488
Maharashtra,06-23,LPG ONLY,1
Maharashtra,06-23,NOT APPLICABLE,16
Maharashtra,06-23,PETROL,2890
Maharashtra,06-23,PETROL(E20),33
Maharashtra,06-23,PETROL/CNG,551
Maharashtra,06-23,PETROL/HYBRID,36
Maharashtra,06-23,PETROL/LPG,5
Maharashtra,06-24,CNG ONLY,154
Maharashtra,06-24,DIESEL,398
Maharashtra,06-24,DIESEL/HYBRID,1
Maharashtra,06-24,ELECTRIC(BOV),235
Maharashtra,06-24,LPG ONLY,1
Maharashtra,06-24,NOT APPLICABLE,1
Maharashtra,06-24,PETROL,4279
Maharashtra,06-24,PETROL(E20),77
Maharashtra,06-24,PETROL/CNG,107
Maharashtra,06-24,PETROL/HYBRID,44
Maharashtra,06-24,PETROL/LPG,2
Maharashtra,06-24,PURE EV,21
Maharashtra,06-24,STRONG HYBRID EV,29
Maharashtra,06-25,CNG ONLY,22
Maharashtra,06-25,DIESEL,523
Maharashtra,06-25,DIESEL/HYBRID,3
Maharashtra,06-25,ELECTRIC(BOV),38
Maharashtra,06-25,ETHANOL(E100),1
Maharashtra,06-25,LPG ONLY,16
Maharashtra,06-25,NOT APPLICABLE,2
Maharashtra,06-25,PETROL,2146
Maharashtra,06-25,PETROL(E20),577
Maharashtra,06-25,PETROL/CNG,165
Maharashtra,06-25,PETROL/HYBRID,28
Maharashtra,06-25,PURE EV,565
Maharashtra,06-25,STRONG HYBRID EV,26
Maharashtra,07-20,DIESEL,236
Maharashtra,07-20,ELECTRIC(BOV),23
Maharashtra,07-20,LPG ONLY,2
Maharashtra,07-20,NOT APPLICABLE,17
Maharashtra,07-20,PETROL,1522
Maharashtra,07-20,PETROL/CNG,31
Maharashtra,07-20,PETROL/HYBRID,16
Maharashtra,07-21,CNG ONLY,99
Maharashtra,07-21,DIESEL,508
Maharashtra,07-21,ELECTRIC(BOV),110
Maharashtra,07-21,LPG ONLY,1
Maharashtra,07-21,NOT APPLICABLE,8
Maharashtra,07-21,PETROL,4364
Maharashtra,07-21,PETROL/CNG,82
Maharashtra,07-21,PETROL/HYBRID,21
Maharashtra,07-22,CNG ONLY,26
Maharashtra,07-22,DIESEL,390
Maharashtra,07-22,ELECTRIC(BOV),98
Maharashtra,07-22,LPG ONLY,6
Maharashtra,07-22,NOT APPLICABLE,35
Maharashtra,07-22,PETROL,2171
Maharashtra,07-22,PETROL/CNG,261
Maharashtra,07-22,PETROL/HYBRID,34
Maharashtra,07-22,PETROL/LPG,2
Maharashtra,07-23,CNG ONLY,309
Maharashtra,07-23,DIESEL,455
Maharashtra,07-23,ELECTRIC(BOV),115
Maharashtra,07-23,LPG ONLY,63
Maharashtra,07-23,NOT APPLICABLE,19
Maharashtra,07-23,PETROL,2776
Maharashtra,07-23,PETROL(E20),49
Maharashtra,07-23,PETROL/CNG,199
Maharashtra,07-23,PETROL/HYBRID,50
Maharashtra,07-24,CNG ONLY,69
Maharashtra,07-24,DIESEL,488
Maharashtra,07-24,DIESEL/HYBRID,1
Maharashtra,07-24,ELECTRIC(BOV),732
Maharashtra,07-24,LPG ONLY,1
Maharashtra,07-24,NOT APPLICABLE,1
Maharashtra,07-24,PETROL,2492
Maharashtra,07-24,PETROL(E20),39
Maharashtra,07-24,PETROL/CNG,436
Maharashtra,07-24,PETROL/HYBRID,45
Maharashtra,07-24,PETROL/LPG,2
Maharashtra,07-24,PURE EV,40
Maharashtra,07-24,STRONG HYBRID EV,36
Maharashtra,07-25,CNG ONLY,67
Maharashtra,07-25,DIESEL,536
Maharashtra,07-25,DIESEL/HYBRID,2
Maharashtra,07-25,ELECTRIC(BOV),151
Maharashtra,07-25,LPG ONLY,69
Maharashtra,07-25,NOT APPLICABLE,9
Maharashtra,07-25,PETROL,3004
Maharashtra,07-25,PETROL(E20),772
Maharashtra,07-25,PETROL/CNG,160
Maharashtra,07-25,PETROL/HYBRID,27
Maharashtra,07-25,PURE EV,381
Maharashtra,07-25,STRONG HYBRID EV,30
Maharashtra,08-20,DIESEL,441
Maharashtra,08-20,ELECTRIC(BOV),21
Maharashtra,08-20,NOT APPLICABLE,43
Maharashtra,08-20,PETROL,1292
Maharashtra,08-20,PETROL/CNG,307
Maharashtra,08-20,PETROL/HYBRID,22
Maharashtra,08-20,PETROL/LPG,1
Maharashtra,08-21,CNG ONLY,72
Maharashtra,08-21,DIESEL,553
Maharashtra,08-21,ELECTRIC(BOV),94
Maharashtra,08-21,NOT APPLICABLE,11
Maharashtra,08-21,PETROL,2568
Maharashtra,08-21,PETROL/CNG,157
Maharashtra,08-21,PETROL/HYBRID,26
Maharashtra,08-21,PETROL/LPG,2
Maharashtra,08-22,CNG ONLY,27
Maharashtra,08-22,DIESEL,525
Maharashtra,08-22,ELECTRIC(BOV),255
Maharashtra,08-22,NOT APPLICABLE,11
Maharashtra,08-22,PETROL,1930
Maharashtra,08-22,PETROL/CNG,284
Maharashtra,08-22,PETROL/HYBRID,26
Maharashtra,08-22,PETROL/LPG,3
Maharashtra,08-23,CNG ONLY,14
Maharashtra,08-23,DIESEL,453
Maharashtra,08-23,DIESEL/HYBRID,1
Maharashtra,08-23,ELECTRIC(BOV),194
Maharashtra,08-23,NOT APPLICABLE,6
Maharashtra,08-23,PETROL,3629
Maharashtra,08-23,PETROL(E20),127
Maharashtra,08-23,PETROL/CNG,325
Maharashtra,08-23,PETROL/HYBRID,67
Maharashtra,08-24,CNG ONLY,90
Maharashtra,08-24,DIESEL,525
Maharashtra,08-24,ELECTRIC(BOV),258
Maharashtra,08-24,LPG ONLY,12
Maharashtra,08-24,NOT APPLICABLE,21
Maharashtra,08-24,PETROL,3171
Maharashtra,08-24,PETROL(E20),73
Maharashtra,08-24,PETROL/CNG,385
Maharashtra,08-24,PETROL/HYBRID,49
Maharashtra,08-24,PURE EV,127
Maharashtra,08-24,STRONG HYBRID EV,15
Maharashtra,08-25,CNG ONLY,95
Maharashtra,08-25,DIESEL,491
Maharashtra,08-25,DIESEL/HYBRID,9
Maharashtra,08-25,ELECTRIC(BOV),73
Maharashtra,08-25,NOT APPLICABLE,9
Maharashtra,08-25,PETROL,2247
Maharashtra,08-25,PETROL(E20),928
Maharashtra,08-25,PETROL/CNG,484
Maharashtra,08-25,PETROL/HYBRID,23
Maharashtra,08-25,PURE EV,390
Maharashtra,08-25,STRONG HYBRID EV,26
Maharashtra,09-20,CNG ONLY,3
Maharashtra,09-20,DIESEL,407
Maharashtra,09-20,ELECTRIC(BOV),10
Maharashtra,09-20,LPG ONLY,1
Maharashtra,09-20,NOT APPLICABLE,27
Maharashtra,09-20,PETROL,1896
Maharashtra,09-20,PETROL/CNG,66
Maharashtra,09-20,PETROL/HYBRID,39
Maharashtra,09-21,CNG ONLY,17
Maharashtra,09-21,DIESEL,488
Maharashtra,09-21,ELECTRIC(BOV),85
Maharashtra,09-21,LPG ONLY,4
Maharashtra,09-21,NOT APPLICABLE,43
Maharashtra,09-21,PETROL,2610
Maharashtra,09-21,PETROL/CNG,135
Maharashtra,09-21,PETROL/HYBRID,15
Maharashtra,09-21,PETROL/LPG,1
Maharashtra,09-22,CNG ONLY,69
Maharashtra,09-22,DIESEL,458
Maharashtra,09-22,ELECTRIC(BOV),540
Maharashtra,09-22,LPG ONLY,6
Maharashtra,09-22,NOT APPLICABLE,84
Maharashtra,09-22,PETROL,2838
Maharashtra,09-22,PETROL/CNG,186
Maharashtra,09-22,PETROL/HYBRID,42
Maharashtra,09-23,CNG ONLY,398
Maharashtra,09-23,DIESEL,491
Maharashtra,09-23,DIESEL/HYBRID,1
Maharashtra,09-23,ELECTRIC(BOV),367
Maharashtra,09-23,LPG ONLY,6
Maharashtra,09-23,NOT APPLICABLE,15
Maharashtra,09-23,PETROL,2764
Maharashtra,09-23,PETROL(E20),94
Maharashtra,09-23,PETROL/CNG,553
Maharashtra,09-23,PETROL/HYBRID,66
Maharashtra,09-24,CNG ONLY,201
Maharashtra,09-24,DIESEL,432
Maharashtra,09-24,DIESEL/HYBRID,1
Maharashtra,09-24,ELECTRIC(BOV),92
Maharashtra,09-24,LPG ONLY,29
Maharashtra,09-24,NOT APPLICABLE,21
Maharashtra,09-24,PETROL,2292
Maharashtra,09-24,PETROL(E20),86
Maharashtra,09-24,PETROL/CNG,326
Maharashtra,09-24,PETROL/HYBRID,49
Maharashtra,09-24,PURE EV,143
Maharashtra,09-24,STRONG HYBRID EV,26
Maharashtra,09-25,CNG ONLY,175
Maharashtra,09-25,DIESEL,629
Maharashtra,09-25,DIESEL/HYBRID,7
Maharashtra,09-25,ELECTRIC(BOV),19
Maharashtra,09-25,LPG ONLY,8
Maharashtra,09-25,NOT APPLICABLE,37
Maharashtra,09-25,PETROL,2134
Maharashtra,09-25,PETROL(E20),1014
Maharashtra,09-25,PETROL(E20)/CNG,4
Maharashtra,09-25,PETROL/CNG,336
Maharashtra,09-25,PETROL/HYBRID,19
Maharashtra,09-25,PURE EV,414
Maharashtra,09-25,STRONG HYBRID EV,9
Maharashtra,10-20,CNG ONLY,2
Maharashtra,10-20,DIESEL,502
Maharashtra,10-20,ELECTRIC(BOV),21
Maharashtra,10-20,LPG ONLY,3
Maharashtra,10-20,NOT APPLICABLE,55
Maharashtra,10-20,PETROL,2240
Maharashtra,10-20,PETROL/CNG,90
Maharashtra,10-20,PETROL/HYBRID,40
Maharashtra,10-21,CNG ONLY,78
Maharashtra,10-21,DIESEL,428
Maharashtra,10-21,ELECTRIC(BOV),79
Maharashtra,10-21,NOT APPLICABLE,28
Maharashtra,10-21,PETROL,3195
Maharashtra,10-21,PETROL/CNG,22
Maharashtra,10-21,PETROL/HYBRID,52
Maharashtra,10-21,PETROL/LPG,2
Maharashtra,10-22,CNG ONLY,482
Maharashtra,10-22,DIESEL,650
Maharashtra,10-22,DIESEL/HYBRID,1
Maharashtra,10-22,ELECTRIC(BOV),161
Maharashtra,10-22,NOT APPLICABLE,10
Maharashtra,10-22,PETROL,3748
Maharashtra,10-22,PETROL/CNG,236
Maharashtra,10-22,PETROL/HYBRID,72
Maharashtra,10-22,PETROL/LPG,2
Maharashtra,10-23,CNG ONLY,235
Maharashtra,10-23,DIESEL,563
Maharashtra,10-23,DIESEL/HYBRID,1
Maharashtra,10-23,ELECTRIC(BOV),257
Maharashtra,10-23,LPG ONLY,1
Maharashtra,10-23,NOT APPLICABLE,31
Maharashtra,10-23,PETROL,5124
Maharashtra,10-23,PETROL(E20),89
Maharashtra,10-23,PETROL/CNG,433
Maharashtra,10-23,PETROL/HYBRID,47
Maharashtra,10-24,CNG ONLY,22
Maharashtra,10-24,DIESEL,722
Maharashtra,10-24,DIESEL/HYBRID,4
Maharashtra,10-24,ELECTRIC(BOV),119
Maharashtra,10-24,LPG ONLY,2
Maharashtra,10-24,NOT APPLICABLE,60
Maharashtra,10-24,PETROL,6970
Maharashtra,10-24,PETROL(E20),151
Maharashtra,10-24,PETROL/CNG,577
Maharashtra,10-24,PETROL/HYBRID,97
Maharashtra,10-24,PURE EV,398
Maharashtra,10-24,STRONG HYBRID EV,28
Maharashtra,10-25,CNG ONLY,96
Maharashtra,10-25,DIESEL,883
Maharashtra,10-25,DIESEL/HYBRID,6
Maharashtra,10-25,ELECTRIC(BOV),24
Maharashtra,10-25,ETHANOL(E100),2
Maharashtra,10-25,NOT APPLICABLE,43
Maharashtra,10-25,PETROL,3278
Maharashtra,10-25,PETROL(E20),2514
Maharashtra,10-25,PETROL(E20)/CNG,22
Maharashtra,10-25,PETROL(E20)/HYBRID,5
Maharashtra,10-25,PETROL/CNG,573
Maharashtra,10-25,PETROL/HYBRID,67
Maharashtra,10-25,PURE EV,778
Maharashtra,10-25,STRONG HYBRID EV,50
Maharashtra,11-20,CNG ONLY,35
Maharashtra,11-20,DIESEL,492
Maharashtra,11-20,ELECTRIC(BOV),4
Maharashtra,11-20,NOT APPLICABLE,59
Maharashtra,11-20,PETROL,4416
Maharashtra,11-20,PETROL/CNG,223
Maharashtra,11-20,PETROL/HYBRID,80
Maharashtra,11-21,CNG ONLY,24
Maharashtra,11-21,DIESEL,442
Maharashtra,11-21,ELECTRIC(BOV),145
Maharashtra,11-21,NOT APPLICABLE,41
Maharashtra,11-21,PETROL,4455
Maharashtra,11-21,PETROL/CNG,108
Maharashtra,11-21,PETROL/HYBRID,44
Maharashtra,11-21,PETROL/LPG,1
Maharashtra,11-22,CNG ONLY,24
Maharashtra,11-22,DIESEL,485
Maharashtra,11-22,ELECTRIC(BOV),358
Maharashtra,11-22,LPG ONLY,45
Maharashtra,11-22,NOT APPLICABLE,52
Maharashtra,11-22,PETROL,3443
Maharashtra,11-22,PETROL/CNG,191
Maharashtra,11-22,PETROL/HYBRID,77
Maharashtra,11-22,PETROL/LPG,1
Maharashtra,11-23,CNG ONLY,25
Maharashtra,11-23,DIESEL,522
Maharashtra,11-23,ELECTRIC(BOV),510
Maharashtra,11-23,LPG ONLY,3
Maharashtra,11-23,NOT APPLICABLE,15
Maharashtra,11-23,PETROL,4997
Maharashtra,11-23,PETROL(E20),121
Maharashtra,11-23,PETROL/CNG,175
Maharashtra,11-23,PETROL/HYBRID,67
Maharashtra,11-24,CNG ONLY,8
Maharashtra,11-24,DIESEL,512
Maharashtra,11-24,ELECTRIC(BOV),219
Maharashtra,11-24,NOT APPLICABLE,32
Maharashtra,11-24,PETROL,4541
Maharashtra,11-24,PETROL(E20),208
Maharashtra,11-24,PETROL/CNG,250
Maharashtra,11-24,PETROL/HYBRID,15
Maharashtra,11-24,PURE EV,141
Maharashtra,11-24,STRONG HYBRID EV,17
Maharashtra,11-25,CNG ONLY,860
Maharashtra,11-25,DIESEL,1480
Maharashtra,11-25,DIESEL/HYBRID,2
Maharashtra,11-25,ELECTRIC(BOV),16
Maharashtra,11-25,LNG,12
Maharashtra,11-25,LPG ONLY,5
Maharashtra,11-25,NOT APPLICABLE,76
Maharashtra,11-25,PETROL,3679
Maharashtra,11-25,PETROL(E20),2525
Maharashtra,11-25,PETROL(E20)/CNG,150
Maharashtra,11-25,PETROL(E20)/HYBRID,40
Maharashtra,11-25,PETROL/CNG,111
Maharashtra,11-25,PETROL/HYBRID,17
Maharashtra,11-25,PURE EV,447
Maharashtra,11-25,STRONG HYBRID EV,27
Maharashtra,12-20,CNG ONLY,5
Maharashtra,12-20,DIESEL,457
Maharashtra,12-20,ELECTRIC(BOV),20
Maharashtra,12-20,LPG ONLY,1
Maharashtra,12-20,NOT APPLICABLE,7
Maharashtra,12-20,PETROL,5460
Maharashtra,12-20,PETROL/CNG,263
Maharashtra,12-20,PETROL/HYBRID,48
Maharashtra,12-20,PETROL/LPG,4
Maharashtra,12-21,CNG ONLY,33
Maharashtra,12-21,DIESEL,518
Maharashtra,12-21,ELECTRIC(BOV),58
Maharashtra,12-21,NOT APPLICABLE,50
Maharashtra,12-21,PETROL,3073
Maharashtra,12-21,PETROL/CNG,52
Maharashtra,12-21,PETROL/HYBRID,21
Maharashtra,12-21,PETROL/LPG,3
Maharashtra,12-22,CNG ONLY,16
Maharashtra,12-22,DIESEL,573
Maharashtra,12-22,ELECTRIC(BOV),160
Maharashtra,12-22,LPG ONLY,44
Maharashtra,12-22,NOT APPLICABLE,26
Maharashtra,12-22,PETROL,2981
Maharashtra,12-22,PETROL/CNG,105
Maharashtra,12-22,PETROL/HYBRID,58
Maharashtra,12-23,CNG ONLY,229
Maharashtra,12-23,DIESEL,430
Maharashtra,12-23,DIESEL/HYBRID,2
Maharashtra,12-23,ELECTRIC(BOV),100
Maharashtra,12-23,NOT APPLICABLE,28
Maharashtra,12-23,PETROL,3683
Maharashtra,12-23,PETROL(E20),128
Maharashtra,12-23,PETROL/CNG,154
Maharashtra,12-23,PETROL/HYBRID,51
Maharashtra,12-24,CNG ONLY,198
Maharashtra,12-24,DIESEL,530
Maharashtra,12-24,DIESEL/HYBRID,1
Maharashtra,12-24,ELECTRIC(BOV),60
Maharashtra,12-24,ETHANOL(E100),5
Maharashtra,12-24,LPG ONLY,20
Maharashtra,12-24,NOT APPLICABLE,23
Maharashtra,12-24,PETROL,2823
Maharashtra,12-24,PETROL(E20),62
Maharashtra,12-24,PETROL/CNG,272
Maharashtra,12-24,PETROL/HYBRID,25
Maharashtra,12-24,PURE EV,118
Maharashtra,12-24,STRONG HYBRID EV,20
Maharashtra,12-25,CNG ONLY,3
Maharashtra,12-25,DIESEL,156
Maharashtra,12-25,DIESEL/HYBRID,1
Maharashtra,12-25,ELECTRIC(BOV),3
Maharashtra,12-25,NOT APPLICABLE,6
Maharashtra,12-25,PETROL,122
Maharashtra,12-25,PETROL(E20),325
Maharashtra,12-25,PETROL(E20)/CNG,43
Maharashtra,12-25,PETROL(E20)/HYBRID,1
Maharashtra,12-25,PETROL/CNG,22
Maharashtra,12-25,PETROL/HYBRID,4
Maharashtra,12-25,PURE EV,75
Maharashtra,12-25,STRONG HYBRID EV,12
Manipur,01-21,DIESEL,2
Manipur,01-21,PETROL,150
Manipur,01-22,DIESEL,3
Manipur,01-22,ELECTRIC(BOV),2
Manipur,01-22,PETROL,303
Manipur,01-23,DIESEL,3
Manipur,01-23,PETROL,47
Manipur,01-23,PETROL/HYBRID,2
Manipur,01-24,DIESEL,1
Manipur,01-24,ELECTRIC(BOV),1
Manipur,01-24,PETROL,51
Manipur,01-24,PETROL/HYBRID,10
Manipur,01-25,DIESEL,1
Manipur,01-25,PETROL,264
Manipur,02-21,DIESEL,1
Manipur,02-21,PETROL,74
Manipur,02-21,PETROL/HYBRID,1
Manipur,02-22,DIESEL,8
Manipur,02-22,PETROL,121
Manipur,02-23,DIESEL,8
Manipur,02-23,PETROL,21
Manipur,02-24,DIESEL,2
Manipur,02-24,PETROL,8
Manipur,02-25,PETROL,31
Manipur,02-25,PETROL(E20),2
Manipur,03-21,DIESEL,2
Manipur,03-21,PETROL,31
Manipur,03-21,PETROL/HYBRID,1
Manipur,03-22,DIESEL,2
Manipur,03-22,PETROL,69
Manipur,03-23,DIESEL,5
Manipur,03-23,PETROL,20
Manipur,03-24,PETROL,20
Manipur,03-24,PETROL/HYBRID,2
Manipur,03-25,DIESEL,18
Manipur,03-25,PETROL,49
Manipur,04-20,PETROL,26
Manipur,04-21,DIESEL,8
Manipur,04-21,ELECTRIC(BOV),1
Manipur,04-21,PETROL,814
Manipur,04-22,DIESEL,18
Manipur,04-22,PETROL,69
Manipur,04-22,PETROL/HYBRID,1
Manipur,04-23,DIESEL,6
Manipur,04-23,PETROL,144
Manipur,04-24,DIESEL,2
Manipur,04-24,PETROL,5
Manipur,04-25,ELECTRIC(BOV),3
Manipur,04-25,PETROL,22
Manipur,04-25,PETROL(E20),3
Manipur,04-25,PETROL/HYBRID,3
Manipur,05-20,DIESEL,1
Manipur,05-21,PETROL,2
Manipur,05-22,DIESEL,1
Manipur,05-22,PETROL,90
Manipur,05-23,PETROL,16
Manipur,05-24,DIESEL,1
Manipur,05-24,PETROL,24
Manipur,05-24,PETROL(E20),2
Manipur,05-25,DIESEL,3
Manipur,05-25,PETROL,21
Manipur,05-25,PETROL(E20),1
Manipur,05-25,PETROL/HYBRID,1
Manipur,06-20,DIESEL,1
Manipur,06-20,PETROL,1
Manipur,06-21,DIESEL,1
Manipur,06-22,PETROL,135
Manipur,06-22,PETROL/HYBRID,1
Manipur,06-23,PETROL,3
Manipur,06-24,DIESEL,1
Manipur,06-24,PETROL,31
Manipur,06-24,PETROL(E20),4
Manipur,06-25,PETROL,230
Manipur,06-25,PETROL(E20),5
Manipur,06-25,PETROL/HYBRID,3
Manipur,06-25,PURE EV,22
Manipur,07-20,PETROL,52
Manipur,07-21,DIESEL,1
Manipur,07-21,PETROL,2
Manipur,07-22,DIESEL,11
Manipur,07-22,PETROL,20
Manipur,07-23,DIESEL,1
Manipur,07-23,PETROL,8
Manipur,07-24,DIESEL,1
