stateName,registrationMonthMMYY,fuelName,vehicleCount
Andaman & Nicobar Island,01-21,PETROL,25
Andaman & Nicobar Island,01-22,PETROL,6
Andaman & Nicobar Island,01-23,DIESEL,1
Andaman & Nicobar Island,01-23,PETROL,17
Andaman & Nicobar Island,01-24,PETROL,4
Andaman & Nicobar Island,01-24,PETROL(E20),1
Andaman & Nicobar Island,01-25,PETROL,4
Andaman & Nicobar Island,01-25,PETROL(E20),2
Andaman & Nicobar Island,01-25,PETROL/HYBRID,1
Andaman & Nicobar Island,02-21,DIESEL,1
Andaman & Nicobar Island,02-21,PETROL,11
Andaman & Nicobar Island,02-22,PETROL,36
Andaman & Nicobar Island,02-23,DIESEL,1
Andaman & Nicobar Island,02-23,PETROL,1
Andaman & Nicobar Island,02-24,DIESEL,9
Andaman & Nicobar Island,02-24,PETROL,6
Andaman & Nicobar Island,02-24,PETROL/HYBRID,2
Andaman & Nicobar Island,02-25,PETROL,64
Andaman & Nicobar Island,03-21,DIESEL,1
Andaman & Nicobar Island,03-21,PETROL,22
Andaman & Nicobar Island,03-22,PETROL,3
Andaman & Nicobar Island,03-23,DIESEL,5
Andaman & Nicobar Island,03-23,PETROL,37
Andaman & Nicobar Island,03-24,PETROL,1
Andaman & Nicobar Island,03-25,DIESEL,4
Andaman & Nicobar Island,03-25,PETROL,5
Andaman & Nicobar Island,03-25,PETROL/HYBRID,1
Andaman & Nicobar Island,04-20,PETROL,5
Andaman & Nicobar Island,04-21,DIESEL,3
Andaman & Nicobar Island,04-21,PETROL,5
Andaman & Nicobar Island,04-22,PETROL,9
Andaman & Nicobar Island,04-23,DIESEL,2
Andaman & Nicobar Island,04-23,PETROL,10
Andaman & Nicobar Island,04-24,DIESEL,1
Andaman & Nicobar Island,04-24,PETROL,3
Andaman & Nicobar Island,04-24,PETROL(E20),3
Andaman & Nicobar Island,04-25,PETROL,5
Andaman & Nicobar Island,04-25,PETROL/HYBRID,5
Andaman & Nicobar Island,05-22,PETROL,8
Andaman & Nicobar Island,05-23,PETROL,17
Andaman & Nicobar Island,05-24,DIESEL,4
Andaman & Nicobar Island,05-24,PETROL,13
Andaman & Nicobar Island,05-25,DIESEL,3
Andaman & Nicobar Island,05-25,PETROL,1
Andaman & Nicobar Island,05-25,PETROL(E20),1
Andaman & Nicobar Island,05-25,PURE EV,1
Andaman & Nicobar Island,06-20,PETROL,3
Andaman & Nicobar Island,06-22,DIESEL,1
Andaman & Nicobar Island,06-22,PETROL,2
Andaman & Nicobar Island,06-23,DIESEL,1
Andaman & Nicobar Island,06-23,PETROL,76
Andaman & Nicobar Island,06-24,PETROL,3
Andaman & Nicobar Island,06-24,PETROL/HYBRID,1
Andaman & Nicobar Island,06-25,DIESEL,3
Andaman & Nicobar Island,06-25,PETROL,2
Andaman & Nicobar Island,06-25,PURE EV,2
Andaman & Nicobar Island,07-20,PETROL,15
Andaman & Nicobar Island,07-21,DIESEL,3
Andaman & Nicobar Island,07-21,PETROL,22
Andaman & Nicobar Island,07-22,DIESEL,3
Andaman & Nicobar Island,07-22,PETROL,11
Andaman & Nicobar Island,07-23,DIESEL,1
Andaman & Nicobar Island,07-23,PETROL,17
Andaman & Nicobar Island,07-24,PETROL,13
Andaman & Nicobar Island,07-25,DIESEL,2
Andaman & Nicobar Island,07-25,PETROL,14
Andaman & Nicobar Island,07-25,PETROL(E20),5
Andaman & Nicobar Island,08-21,PETROL,45
Andaman & Nicobar Island,08-22,PETROL,13
Andaman & Nicobar Island,08-23,DIESEL,8
Andaman & Nicobar Island,08-23,PETROL,12
Andaman & Nicobar Island,08-23,PETROL(E20),2
Andaman & Nicobar Island,08-23,PETROL/HYBRID,2
Andaman & Nicobar Island,08-24,DIESEL,2
Andaman & Nicobar Island,08-24,PETROL,2
Andaman & Nicobar Island,08-24,STRONG HYBRID EV,1
Andaman & Nicobar Island,08-25,DIESEL,1
Andaman & Nicobar Island,08-25,PETROL,11
Andaman & Nicobar Island,08-25,PETROL(E20),9
Andaman & Nicobar Island,09-20,PETROL,4
Andaman & Nicobar Island,09-21,DIESEL,1
Andaman & Nicobar Island,09-21,PETROL,5
Andaman & Nicobar Island,09-22,PETROL,10
Andaman & Nicobar Island,09-23,DIESEL,3
Andaman & Nicobar Island,09-23,PETROL,6
Andaman & Nicobar Island,09-24,DIESEL,1
Andaman & Nicobar Island,09-24,PETROL,8
Andaman & Nicobar Island,09-25,PETROL,2
Andaman & Nicobar Island,09-25,PETROL(E20),3
Andaman & Nicobar Island,10-20,PETROL,9
Andaman & Nicobar Island,10-21,PETROL,2
Andaman & Nicobar Island,10-22,PETROL,6
Andaman & Nicobar Island,10-23,PETROL,14
Andaman & Nicobar Island,10-23,PETROL/HYBRID,1
Andaman & Nicobar Island,10-24,DIESEL,3
Andaman & Nicobar Island,10-24,PETROL,4
Andaman & Nicobar Island,10-25,DIESEL,1
Andaman & Nicobar Island,10-25,PETROL,6
Andaman & Nicobar Island,10-25,PETROL(E20),16
Andaman & Nicobar Island,11-20,DIESEL,3
Andaman & Nicobar Island,11-20,PETROL,11
Andaman & Nicobar Island,11-20,PETROL/HYBRID,2
Andaman & Nicobar Island,11-21,DIESEL,4
Andaman & Nicobar Island,11-21,PETROL,6
Andaman & Nicobar Island,11-22,DIESEL,1
Andaman & Nicobar Island,11-22,PETROL,9
Andaman & Nicobar Island,11-23,PETROL,10
Andaman & Nicobar Island,11-24,DIESEL,2
Andaman & Nicobar Island,11-24,PETROL,1
Andaman & Nicobar Island,11-24,PETROL/HYBRID,1
Andaman & Nicobar Island,11-25,PETROL,1
Andaman & Nicobar Island,11-25,PETROL(E20),7
Andaman & Nicobar Island,11-25,PETROL/HYBRID,1
Andaman & Nicobar Island,11-25,PURE EV,1
Andaman & Nicobar Island,11-25,STRONG HYBRID EV,1
Andaman & Nicobar Island,12-20,PETROL,8
Andaman & Nicobar Island,12-21,PETROL,2
Andaman & Nicobar Island,12-22,DIESEL,1
Andaman & Nicobar Island,12-22,PETROL,20
Andaman & Nicobar Island,12-22,PETROL/HYBRID,1
Andaman & Nicobar Island,12-23,DIESEL,1
Andaman & Nicobar Island,12-23,PETROL,33
Andaman & Nicobar Island,12-23,PETROL(E20),2
Andaman & Nicobar Island,12-24,DIESEL,2
Andaman & Nicobar Island,12-24,PETROL,4
Andaman & Nicobar Island,12-24,PETROL/HYBRID,1
Andaman & Nicobar Island,12-25,PETROL(E20),2
Andhra Pradesh,01-21,DIESEL,267
Andhra Pradesh,01-21,ELECTRIC(BOV),3
Andhra Pradesh,01-21,NOT APPLICABLE,19
Andhra Pradesh,01-21,PETROL,1926
Andhra Pradesh,01-21,PETROL/CNG,6
Andhra Pradesh,01-21,PETROL/HYBRID,14
Andhra Pradesh,01-21,PETROL/LPG,1
Andhra Pradesh,01-22,CNG ONLY,11
Andhra Pradesh,01-22,DIESEL,138
Andhra Pradesh,01-22,ELECTRIC(BOV),40
Andhra Pradesh,01-22,NOT APPLICABLE,65
Andhra Pradesh,01-22,PETROL,1289
Andhra Pradesh,01-22,PETROL/CNG,23
Andhra Pradesh,01-22,PETROL/HYBRID,14
Andhra Pradesh,01-23,CNG ONLY,8
Andhra Pradesh,01-23,DIESEL,202
Andhra Pradesh,01-23,ELECTRIC(BOV),32
Andhra Pradesh,01-23,NOT APPLICABLE,16
Andhra Pradesh,01-23,PETROL,889
Andhra Pradesh,01-23,PETROL/CNG,8
Andhra Pradesh,01-23,PETROL/HYBRID,48
Andhra Pradesh,01-24,CNG ONLY,23
Andhra Pradesh,01-24,DIESEL,175
Andhra Pradesh,01-24,DIESEL/HYBRID,1
Andhra Pradesh,01-24,ELECTRIC(BOV),61
Andhra Pradesh,01-24,NOT APPLICABLE,28
Andhra Pradesh,01-24,PETROL,1416
Andhra Pradesh,01-24,PETROL(E20),54
Andhra Pradesh,01-24,PETROL/CNG,11
Andhra Pradesh,01-24,PETROL/HYBRID,23
Andhra Pradesh,01-25,CNG ONLY,19
Andhra Pradesh,01-25,DIESEL,195
Andhra Pradesh,01-25,ELECTRIC(BOV),12
Andhra Pradesh,01-25,NOT APPLICABLE,17
Andhra Pradesh,01-25,PETROL,1027
Andhra Pradesh,01-25,PETROL(E20),57
Andhra Pradesh,01-25,PETROL/CNG,15
Andhra Pradesh,01-25,PETROL/HYBRID,14
Andhra Pradesh,01-25,PURE EV,58
Andhra Pradesh,01-25,STRONG HYBRID EV,1
Andhra Pradesh,02-21,CNG ONLY,1
Andhra Pradesh,02-21,DIESEL,205
Andhra Pradesh,02-21,ELECTRIC(BOV),1
Andhra Pradesh,02-21,NOT APPLICABLE,13
Andhra Pradesh,02-21,PETROL,1350
Andhra Pradesh,02-21,PETROL/CNG,2
Andhra Pradesh,02-21,PETROL/HYBRID,13
Andhra Pradesh,02-22,CNG ONLY,17
Andhra Pradesh,02-22,DIESEL,138
Andhra Pradesh,02-22,ELECTRIC(BOV),39
Andhra Pradesh,02-22,NOT APPLICABLE,59
Andhra Pradesh,02-22,PETROL,1334
Andhra Pradesh,02-22,PETROL/CNG,3
Andhra Pradesh,02-22,PETROL/HYBRID,6
Andhra Pradesh,02-23,CNG ONLY,18
Andhra Pradesh,02-23,DIESEL,228
Andhra Pradesh,02-23,DIESEL/HYBRID,1
Andhra Pradesh,02-23,ELECTRIC(BOV),45
Andhra Pradesh,02-23,NOT APPLICABLE,19
Andhra Pradesh,02-23,PETROL,795
Andhra Pradesh,02-23,PETROL/CNG,3
Andhra Pradesh,02-23,PETROL/HYBRID,17
Andhra Pradesh,02-24,CNG ONLY,7
Andhra Pradesh,02-24,DIESEL,196
Andhra Pradesh,02-24,ELECTRIC(BOV),56
Andhra Pradesh,02-24,NOT APPLICABLE,14
Andhra Pradesh,02-24,PETROL,1407
Andhra Pradesh,02-24,PETROL(E20),25
Andhra Pradesh,02-24,PETROL/CNG,6
Andhra Pradesh,02-24,PETROL/HYBRID,11
Andhra Pradesh,02-25,CNG ONLY,20
Andhra Pradesh,02-25,DIESEL,332
Andhra Pradesh,02-25,ELECTRIC(BOV),39
Andhra Pradesh,02-25,NOT APPLICABLE,18
Andhra Pradesh,02-25,PETROL,992
Andhra Pradesh,02-25,PETROL(E20),27
Andhra Pradesh,02-25,PETROL/CNG,7
Andhra Pradesh,02-25,PETROL/HYBRID,18
Andhra Pradesh,02-25,PURE EV,67
Andhra Pradesh,02-25,STRONG HYBRID EV,10
Andhra Pradesh,03-21,CNG ONLY,1
Andhra Pradesh,03-21,DIESEL,208
Andhra Pradesh,03-21,ELECTRIC(BOV),7
Andhra Pradesh,03-21,NOT APPLICABLE,16
Andhra Pradesh,03-21,PETROL,1732
Andhra Pradesh,03-21,PETROL/CNG,4
Andhra Pradesh,03-21,PETROL/HYBRID,7
Andhra Pradesh,03-22,CNG ONLY,4
Andhra Pradesh,03-22,DIESEL,177
Andhra Pradesh,03-22,ELECTRIC(BOV),37
Andhra Pradesh,03-22,NOT APPLICABLE,62
Andhra Pradesh,03-22,PETROL,778
Andhra Pradesh,03-22,PETROL/CNG,13
Andhra Pradesh,03-22,PETROL/HYBRID,7
Andhra Pradesh,03-23,CNG ONLY,43
Andhra Pradesh,03-23,DIESEL,167
Andhra Pradesh,03-23,ELECTRIC(BOV),55
Andhra Pradesh,03-23,NOT APPLICABLE,18
Andhra Pradesh,03-23,PETROL,1098
Andhra Pradesh,03-23,PETROL(E20),9
Andhra Pradesh,03-23,PETROL/CNG,10
Andhra Pradesh,03-23,PETROL/HYBRID,28
Andhra Pradesh,03-24,CNG ONLY,25
Andhra Pradesh,03-24,DIESEL,202
Andhra Pradesh,03-24,ELECTRIC(BOV),120
Andhra Pradesh,03-24,NOT APPLICABLE,44
Andhra Pradesh,03-24,PETROL,1577
Andhra Pradesh,03-24,PETROL(E20),63
Andhra Pradesh,03-24,PETROL/CNG,11
Andhra Pradesh,03-24,PETROL/HYBRID,13
Andhra Pradesh,03-24,STRONG HYBRID EV,1
Andhra Pradesh,03-25,CNG ONLY,9
Andhra Pradesh,03-25,DIESEL,183
Andhra Pradesh,03-25,ELECTRIC(BOV),31
Andhra Pradesh,03-25,NOT APPLICABLE,24
Andhra Pradesh,03-25,PETROL,991
Andhra Pradesh,03-25,PETROL(E20),31
Andhra Pradesh,03-25,PETROL/CNG,21
Andhra Pradesh,03-25,PETROL/HYBRID,5
Andhra Pradesh,03-25,PURE EV,49
Andhra Pradesh,03-25,STRONG HYBRID EV,5
Andhra Pradesh,04-20,DIESEL,20
Andhra Pradesh,04-20,NOT APPLICABLE,5
Andhra Pradesh,04-20,PETROL,166
Andhra Pradesh,04-20,PETROL/CNG,2
Andhra Pradesh,04-20,PETROL/HYBRID,1
Andhra Pradesh,04-21,CNG ONLY,4
Andhra Pradesh,04-21,DIESEL,140
Andhra Pradesh,04-21,ELECTRIC(BOV),5
Andhra Pradesh,04-21,NOT APPLICABLE,10
Andhra Pradesh,04-21,PETROL,1572
Andhra Pradesh,04-21,PETROL/CNG,2
Andhra Pradesh,04-21,PETROL/HYBRID,18
Andhra Pradesh,04-22,CNG ONLY,2
Andhra Pradesh,04-22,DIESEL,192
Andhra Pradesh,04-22,ELECTRIC(BOV),26
Andhra Pradesh,04-22,NOT APPLICABLE,18
Andhra Pradesh,04-22,PETROL,1216
Andhra Pradesh,04-22,PETROL/CNG,18
Andhra Pradesh,04-22,PETROL/HYBRID,15
Andhra Pradesh,04-23,CNG ONLY,3
Andhra Pradesh,04-23,DIESEL,200
Andhra Pradesh,04-23,ELECTRIC(BOV),162
Andhra Pradesh,04-23,NOT APPLICABLE,37
Andhra Pradesh,04-23,PETROL,1165
Andhra Pradesh,04-23,PETROL(E20),10
Andhra Pradesh,04-23,PETROL/CNG,7
Andhra Pradesh,04-23,PETROL/HYBRID,15
Andhra Pradesh,04-24,CNG ONLY,16
Andhra Pradesh,04-24,DIESEL,159
Andhra Pradesh,04-24,ELECTRIC(BOV),43
Andhra Pradesh,04-24,NOT APPLICABLE,13
Andhra Pradesh,04-24,PETROL,846
Andhra Pradesh,04-24,PETROL(E20),89
Andhra Pradesh,04-24,PETROL/CNG,6
Andhra Pradesh,04-24,PETROL/HYBRID,14
Andhra Pradesh,04-24,STRONG HYBRID EV,1
Andhra Pradesh,04-25,CNG ONLY,8
Andhra Pradesh,04-25,DIESEL,148
Andhra Pradesh,04-25,DIESEL/HYBRID,2
Andhra Pradesh,04-25,ELECTRIC(BOV),22
Andhra Pradesh,04-25,NOT APPLICABLE,16
Andhra Pradesh,04-25,PETROL,1173
Andhra Pradesh,04-25,PETROL(E20),67
Andhra Pradesh,04-25,PETROL/CNG,19
Andhra Pradesh,04-25,PETROL/HYBRID,7
Andhra Pradesh,04-25,PURE EV,71
Andhra Pradesh,04-25,STRONG HYBRID EV,1
Andhra Pradesh,05-20,DIESEL,43
Andhra Pradesh,05-20,NOT APPLICABLE,11
Andhra Pradesh,05-20,PETROL,987
Andhra Pradesh,05-20,PETROL/HYBRID,1
Andhra Pradesh,05-21,CNG ONLY,1
Andhra Pradesh,05-21,DIESEL,106
Andhra Pradesh,05-21,ELECTRIC(BOV),10
Andhra Pradesh,05-21,NOT APPLICABLE,3
Andhra Pradesh,05-21,PETROL,839
Andhra Pradesh,05-21,PETROL/CNG,5
Andhra Pradesh,05-21,PETROL/HYBRID,10
Andhra Pradesh,05-22,CNG ONLY,14
Andhra Pradesh,05-22,DIESEL,137
Andhra Pradesh,05-22,ELECTRIC(BOV),22
Andhra Pradesh,05-22,NOT APPLICABLE,51
Andhra Pradesh,05-22,PETROL,934
Andhra Pradesh,05-22,PETROL/CNG,4
Andhra Pradesh,05-22,PETROL/HYBRID,21
Andhra Pradesh,05-23,CNG ONLY,33
Andhra Pradesh,05-23,DIESEL,192
Andhra Pradesh,05-23,DIESEL/HYBRID,2
Andhra Pradesh,05-23,ELECTRIC(BOV),51
Andhra Pradesh,05-23,NOT APPLICABLE,27
Andhra Pradesh,05-23,PETROL,1181
Andhra Pradesh,05-23,PETROL(E20),32
Andhra Pradesh,05-23,PETROL/CNG,12
Andhra Pradesh,05-23,PETROL/HYBRID,22
Andhra Pradesh,05-24,CNG ONLY,10
Andhra Pradesh,05-24,DIESEL,89
Andhra Pradesh,05-24,ELECTRIC(BOV),260
Andhra Pradesh,05-24,NOT APPLICABLE,9
Andhra Pradesh,05-24,PETROL,865
Andhra Pradesh,05-24,PETROL(E20),52
Andhra Pradesh,05-24,PETROL/CNG,8
Andhra Pradesh,05-24,PETROL/HYBRID,15
Andhra Pradesh,05-24,PURE EV,8
Andhra Pradesh,05-24,STRONG HYBRID EV,1
Andhra Pradesh,05-25,CNG ONLY,4
Andhra Pradesh,05-25,DIESEL,203
Andhra Pradesh,05-25,ELECTRIC(BOV),28
Andhra Pradesh,05-25,PETROL,806
Andhra Pradesh,05-25,PETROL(E20),324
Andhra Pradesh,05-25,PETROL/CNG,6
Andhra Pradesh,05-25,PETROL/HYBRID,12
Andhra Pradesh,05-25,PURE EV,236
Andhra Pradesh,05-25,STRONG HYBRID EV,3
Andhra Pradesh,06-20,DIESEL,167
Andhra Pradesh,06-20,ELECTRIC(BOV),1
Andhra Pradesh,06-20,NOT APPLICABLE,65
Andhra Pradesh,06-20,PETROL,1202
Andhra Pradesh,06-20,PETROL/HYBRID,2
Andhra Pradesh,06-21,DIESEL,161
Andhra Pradesh,06-21,ELECTRIC(BOV),2
Andhra Pradesh,06-21,NOT APPLICABLE,12
Andhra Pradesh,06-21,PETROL,1180
Andhra Pradesh,06-21,PETROL/CNG,1
Andhra Pradesh,06-21,PETROL/HYBRID,10
Andhra Pradesh,06-22,CNG ONLY,19
Andhra Pradesh,06-22,DIESEL,185
Andhra Pradesh,06-22,ELECTRIC(BOV),40
Andhra Pradesh,06-22,NOT APPLICABLE,18
Andhra Pradesh,06-22,PETROL,857
Andhra Pradesh,06-22,PETROL/CNG,4
Andhra Pradesh,06-22,PETROL/HYBRID,13
Andhra Pradesh,06-22,PETROL/HYBRID/CNG,1
Andhra Pradesh,06-23,CNG ONLY,24
Andhra Pradesh,06-23,DIESEL,254
Andhra Pradesh,06-23,ELECTRIC(BOV),32
Andhra Pradesh,06-23,NOT APPLICABLE,23
Andhra Pradesh,06-23,PETROL,711
Andhra Pradesh,06-23,PETROL(E20),28
Andhra Pradesh,06-23,PETROL/CNG,12
Andhra Pradesh,06-23,PETROL/HYBRID,17
Andhra Pradesh,06-24,CNG ONLY,9
Andhra Pradesh,06-24,DIESEL,182
Andhra Pradesh,06-24,ELECTRIC(BOV),79
Andhra Pradesh,06-24,NOT APPLICABLE,11
Andhra Pradesh,06-24,PETROL,1124
Andhra Pradesh,06-24,PETROL(E20),117
Andhra Pradesh,06-24,PETROL/CNG,10
Andhra Pradesh,06-24,PETROL/HYBRID,5
Andhra Pradesh,06-24,PURE EV,6
Andhra Pradesh,06-25,CNG ONLY,56
Andhra Pradesh,06-25,DIESEL,178
Andhra Pradesh,06-25,DIESEL/HYBRID,1
Andhra Pradesh,06-25,ELECTRIC(BOV),28
Andhra Pradesh,06-25,NOT APPLICABLE,3
Andhra Pradesh,06-25,PETROL,1039
Andhra Pradesh,06-25,PETROL(E20),224
Andhra Pradesh,06-25,PETROL/CNG,9
Andhra Pradesh,06-25,PETROL/HYBRID,8
Andhra Pradesh,06-25,PURE EV,97
Andhra Pradesh,06-25,STRONG HYBRID EV,5
Andhra Pradesh,07-20,DIESEL,142
Andhra Pradesh,07-20,ELECTRIC(BOV),1
Andhra Pradesh,07-20,NOT APPLICABLE,14
Andhra Pradesh,07-20,PETROL,640
Andhra Pradesh,07-20,PETROL/CNG,2
Andhra Pradesh,07-20,PETROL/HYBRID,6
Andhra Pradesh,07-21,DIESEL,204
Andhra Pradesh,07-21,ELECTRIC(BOV),38
Andhra Pradesh,07-21,NOT APPLICABLE,54
Andhra Pradesh,07-21,PETROL,1405
Andhra Pradesh,07-21,PETROL/CNG,2
Andhra Pradesh,07-21,PETROL/HYBRID,4
Andhra Pradesh,07-22,CNG ONLY,4
Andhra Pradesh,07-22,DIESEL,174
Andhra Pradesh,07-22,ELECTRIC(BOV),16
Andhra Pradesh,07-22,NOT APPLICABLE,34
Andhra Pradesh,07-22,PETROL,1210
Andhra Pradesh,07-22,PETROL/CNG,13
Andhra Pradesh,07-22,PETROL/HYBRID,11
Andhra Pradesh,07-23,CNG ONLY,38
Andhra Pradesh,07-23,DIESEL,214
Andhra Pradesh,07-23,ELECTRIC(BOV),60
Andhra Pradesh,07-23,NOT APPLICABLE,25
Andhra Pradesh,07-23,PETROL,1010
Andhra Pradesh,07-23,PETROL(E20),32
Andhra Pradesh,07-23,PETROL/CNG,13
Andhra Pradesh,07-23,PETROL/HYBRID,32
Andhra Pradesh,07-24,CNG ONLY,3
Andhra Pradesh,07-24,DIESEL,234
Andhra Pradesh,07-24,ELECTRIC(BOV),28
Andhra Pradesh,07-24,NOT APPLICABLE,42
Andhra Pradesh,07-24,PETROL,1414
Andhra Pradesh,07-24,PETROL(E20),70
Andhra Pradesh,07-24,PETROL/CNG,13
Andhra Pradesh,07-24,PETROL/HYBRID,17
Andhra Pradesh,07-24,PURE EV,26
Andhra Pradesh,07-25,CNG ONLY,18
Andhra Pradesh,07-25,DIESEL,341
Andhra Pradesh,07-25,ELECTRIC(BOV),16
Andhra Pradesh,07-25,NOT APPLICABLE,11
Andhra Pradesh,07-25,PETROL,905
Andhra Pradesh,07-25,PETROL(E20),398
Andhra Pradesh,07-25,PETROL/CNG,8
Andhra Pradesh,07-25,PETROL/HYBRID,12
Andhra Pradesh,07-25,PURE EV,62
Andhra Pradesh,07-25,STRONG HYBRID EV,3
Andhra Pradesh,08-20,DIESEL,177
Andhra Pradesh,08-20,NOT APPLICABLE,25
Andhra Pradesh,08-20,PETROL,1748
Andhra Pradesh,08-20,PETROL/HYBRID,12
Andhra Pradesh,08-21,CNG ONLY,2
Andhra Pradesh,08-21,DIESEL,122
Andhra Pradesh,08-21,ELECTRIC(BOV),78
Andhra Pradesh,08-21,NOT APPLICABLE,10
Andhra Pradesh,08-21,PETROL,1127
Andhra Pradesh,08-21,PETROL/CNG,14
Andhra Pradesh,08-21,PETROL/HYBRID,21
Andhra Pradesh,08-22,CNG ONLY,3
Andhra Pradesh,08-22,DIESEL,244
Andhra Pradesh,08-22,ELECTRIC(BOV),54
Andhra Pradesh,08-22,NOT APPLICABLE,14
Andhra Pradesh,08-22,PETROL,1379
Andhra Pradesh,08-22,PETROL/CNG,2
Andhra Pradesh,08-22,PETROL/HYBRID,15
Andhra Pradesh,08-23,CNG ONLY,34
Andhra Pradesh,08-23,DIESEL,198
Andhra Pradesh,08-23,ELECTRIC(BOV),32
Andhra Pradesh,08-23,NOT APPLICABLE,23
Andhra Pradesh,08-23,PETROL,1394
Andhra Pradesh,08-23,PETROL(E20),51
Andhra Pradesh,08-23,PETROL/CNG,14
Andhra Pradesh,08-23,PETROL/HYBRID,12
Andhra Pradesh,08-24,CNG ONLY,25
Andhra Pradesh,08-24,DIESEL,163
Andhra Pradesh,08-24,ELECTRIC(BOV),42
Andhra Pradesh,08-24,NOT APPLICABLE,11
Andhra Pradesh,08-24,PETROL,795
Andhra Pradesh,08-24,PETROL(E20),46
Andhra Pradesh,08-24,PETROL/CNG,5
Andhra Pradesh,08-24,PETROL/HYBRID,11
Andhra Pradesh,08-24,STRONG HYBRID EV,4
Andhra Pradesh,08-25,CNG ONLY,10
Andhra Pradesh,08-25,DIESEL,156
Andhra Pradesh,08-25,DIESEL/HYBRID,1
Andhra Pradesh,08-25,ELECTRIC(BOV),40
Andhra Pradesh,08-25,NOT APPLICABLE,6
Andhra Pradesh,08-25,PETROL,834
Andhra Pradesh,08-25,PETROL(E20),511
Andhra Pradesh,08-25,PETROL/CNG,6
Andhra Pradesh,08-25,PETROL/HYBRID,12
Andhra Pradesh,08-25,PURE EV,123
Andhra Pradesh,08-25,STRONG HYBRID EV,4
Andhra Pradesh,09-20,DIESEL,175
Andhra Pradesh,09-20,ELECTRIC(BOV),9
Andhra Pradesh,09-20,NOT APPLICABLE,10
Andhra Pradesh,09-20,PETROL,1559
Andhra Pradesh,09-20,PETROL/CNG,2
Andhra Pradesh,09-20,PETROL/HYBRID,20
Andhra Pradesh,09-21,CNG ONLY,4
Andhra Pradesh,09-21,DIESEL,156
Andhra Pradesh,09-21,ELECTRIC(BOV),10
Andhra Pradesh,09-21,NOT APPLICABLE,11
Andhra Pradesh,09-21,PETROL,1055
Andhra Pradesh,09-21,PETROL/CNG,1
Andhra Pradesh,09-21,PETROL/HYBRID,6
Andhra Pradesh,09-22,CNG ONLY,4
Andhra Pradesh,09-22,DIESEL,260
Andhra Pradesh,09-22,ELECTRIC(BOV),23
Andhra Pradesh,09-22,NOT APPLICABLE,47
Andhra Pradesh,09-22,PETROL,1315
Andhra Pradesh,09-22,PETROL/CNG,9
Andhra Pradesh,09-22,PETROL/HYBRID,30
Andhra Pradesh,09-23,CNG ONLY,33
Andhra Pradesh,09-23,DIESEL,188
Andhra Pradesh,09-23,ELECTRIC(BOV),40
Andhra Pradesh,09-23,NOT APPLICABLE,14
Andhra Pradesh,09-23,PETROL,1317
Andhra Pradesh,09-23,PETROL(E20),36
Andhra Pradesh,09-23,PETROL/CNG,10
Andhra Pradesh,09-23,PETROL/HYBRID,12
Andhra Pradesh,09-24,CNG ONLY,2
Andhra Pradesh,09-24,DIESEL,124
Andhra Pradesh,09-24,ELECTRIC(BOV),19
Andhra Pradesh,09-24,NOT APPLICABLE,31
Andhra Pradesh,09-24,PETROL,896
Andhra Pradesh,09-24,PETROL(E20),25
Andhra Pradesh,09-24,PETROL/CNG,13
Andhra Pradesh,09-24,PETROL/HYBRID,16
Andhra Pradesh,09-24,PURE EV,54
Andhra Pradesh,09-25,CNG ONLY,40
Andhra Pradesh,09-25,DIESEL,112
Andhra Pradesh,09-25,ELECTRIC(BOV),4
Andhra Pradesh,09-25,NOT APPLICABLE,5
Andhra Pradesh,09-25,PETROL,352
Andhra Pradesh,09-25,PETROL(E20),492
Andhra Pradesh,09-25,PETROL/CNG,10
Andhra Pradesh,09-25,PETROL/HYBRID,10
Andhra Pradesh,09-25,PURE EV,79
Andhra Pradesh,09-25,STRONG HYBRID EV,9
Andhra Pradesh,10-20,CNG ONLY,1
Andhra Pradesh,10-20,DIESEL,194
Andhra Pradesh,10-20,ELECTRIC(BOV),4
Andhra Pradesh,10-20,NOT APPLICABLE,19
Andhra Pradesh,10-20,PETROL,3046
Andhra Pradesh,10-20,PETROL/CNG,4
Andhra Pradesh,10-20,PETROL/HYBRID,6
Andhra Pradesh,10-21,CNG ONLY,5
Andhra Pradesh,10-21,DIESEL,216
Andhra Pradesh,10-21,ELECTRIC(BOV),16
Andhra Pradesh,10-21,NOT APPLICABLE,17
Andhra Pradesh,10-21,PETROL,2010
Andhra Pradesh,10-21,PETROL/CNG,3
Andhra Pradesh,10-21,PETROL/HYBRID,13
Andhra Pradesh,10-22,CNG ONLY,86
Andhra Pradesh,10-22,DIESEL,118
Andhra Pradesh,10-22,ELECTRIC(BOV),46
Andhra Pradesh,10-22,NOT APPLICABLE,8
Andhra Pradesh,10-22,PETROL,1712
Andhra Pradesh,10-22,PETROL/CNG,5
Andhra Pradesh,10-22,PETROL/HYBRID,15
Andhra Pradesh,10-23,CNG ONLY,18
Andhra Pradesh,10-23,DIESEL,304
Andhra Pradesh,10-23,ELECTRIC(BOV),31
Andhra Pradesh,10-23,NOT APPLICABLE,13
Andhra Pradesh,10-23,PETROL,1473
Andhra Pradesh,10-23,PETROL(E20),37
Andhra Pradesh,10-23,PETROL/CNG,13
Andhra Pradesh,10-23,PETROL/HYBRID,30
Andhra Pradesh,10-24,CNG ONLY,78
Andhra Pradesh,10-24,DIESEL,215
